Date,portfolio_mv,portfolio_bl
1994-01-04,0.0,0.0
1994-01-05,0.0,0.0
1994-01-06,0.0,0.0
1994-01-07,0.0,0.0
1994-01-10,0.0,0.0
1994-01-11,0.0,0.0
1994-01-12,0.0,0.0
1994-01-13,0.0,0.0
1994-01-14,0.0,0.0
1994-01-17,0.0,0.0
1994-01-18,0.0,0.0
1994-01-19,0.0,0.0
1994-01-20,0.0,0.0
1994-01-21,0.0,0.0
1994-01-24,0.0,0.0
1994-01-25,0.0,0.0
1994-01-26,0.0,0.0
1994-01-27,0.0,0.0
1994-01-28,0.0,0.0
1994-01-31,0.0,0.0
1994-02-01,0.0,0.0
1994-02-02,0.0,0.0
1994-02-03,0.0,0.0
1994-02-04,0.0,0.0
1994-02-07,0.0,0.0
1994-02-08,0.0,0.0
1994-02-09,0.0,0.0
1994-02-10,0.0,0.0
1994-02-11,0.0,0.0
1994-02-14,0.0,0.0
1994-02-15,0.0,0.0
1994-02-16,0.0,0.0
1994-02-17,0.0,0.0
1994-02-18,0.0,0.0
1994-02-22,0.0,0.0
1994-02-23,0.0,0.0
1994-02-24,0.0,0.0
1994-02-25,0.0,0.0
1994-02-28,0.0,0.0
1994-03-01,0.0,0.0
1994-03-02,0.0,0.0
1994-03-03,0.0,0.0
1994-03-04,0.0,0.0
1994-03-07,0.0,0.0
1994-03-08,0.0,0.0
1994-03-09,0.0,0.0
1994-03-10,0.0,0.0
1994-03-11,0.0,0.0
1994-03-14,0.0,0.0
1994-03-15,0.0,0.0
1994-03-16,0.0,0.0
1994-03-17,0.0,0.0
1994-03-18,0.0,0.0
1994-03-21,0.0,0.0
1994-03-22,0.0,0.0
1994-03-23,0.0,0.0
1994-03-24,0.0,0.0
1994-03-25,0.0,0.0
1994-03-28,0.0,0.0
1994-03-29,0.0,0.0
1994-03-30,0.0,0.0
1994-03-31,0.0,0.0
1994-04-04,0.0,0.0
1994-04-05,0.026411180984590752,0.013476015335998848
1994-04-06,0.03146038076618071,-0.0035055819323895412
1994-04-07,-0.011978270910484841,0.01772548725731498
1994-04-08,-0.009621990097163859,-0.010461697437782198
1994-04-11,-0.012252215119006633,-0.004189045565688299
1994-04-12,-0.009573568051128196,-0.0038490135313111423
1994-04-13,-0.010340931582263844,0.011439813373359121
1994-04-14,-0.011542762667463445,0.005513631596122821
1994-04-15,-0.0018672324291414797,0.0047986261200686844
1994-04-18,-0.010505631951435647,-0.004703463302790576
1994-04-19,-0.018432938197112655,0.013576224772070529
1994-04-20,-0.043872574444924345,0.003201747666788474
1994-04-21,0.030170348700849094,0.006568043007303925
1994-04-22,0.010781193824980597,0.0019175755938398821
1994-04-25,0.030048186698395193,0.004461784542079684
1994-04-26,-0.004994508614465851,0.011412916256235346
1994-04-28,-0.015916971579503756,-0.006723783657080892
1994-04-29,0.00887246714225105,0.009586404192279602
1994-05-02,0.005321837682982908,-0.0020735912131885133
1994-05-03,-0.00442718578858643,-0.0034512385750012707
1994-05-04,0.0028825472968414907,-0.006430918831695779
1994-05-05,-0.00624293379076982,-0.005167113858281247
1994-05-06,-0.019946724954479567,-0.00524349596292733
1994-05-09,-0.017088725286968972,-0.017314757457540172
1994-05-10,0.011333021318294825,0.0012981003657187044
1994-05-11,-0.016499660489635106,-0.01637760322761892
1994-05-12,0.007150592154144212,0.022801739988939872
1994-05-13,0.004374520023838931,0.010381537545666395
1994-05-16,0.006103931668220145,-0.0005721419422237206
1994-05-17,0.03581221151680899,0.012351170391235834
1994-05-18,-0.0038057730134918605,0.00930880029521993
1994-05-19,0.00925169660532313,-0.003739366905384527
1994-05-20,-0.013858512292446005,0.01253621127165262
1994-05-23,-0.007038954923706642,0.0035407292242631717
1994-05-24,-0.0032389546938038864,-0.006309299625039319
1994-05-25,0.0069073091013940645,0.003086940676840956
1994-05-26,0.01834835167301014,-0.014005862414803177
1994-05-27,-0.004866863940645927,-0.003901845558719708
1994-05-31,-0.007087473826931361,-0.003290919030882774
1994-06-01,0.006236567216957791,-0.002979513051964682
1994-06-02,-0.010455784269216067,0.0027352385780775247
1994-06-03,-0.0008300202117047911,0.008491374318202873
1994-06-06,0.006740452054848671,0.004785064536518679
1994-06-07,0.0030441594501498287,-0.0015571609423242244
1994-06-08,-0.006910691705831265,-0.003554851075744644
1994-06-09,0.006965373555780588,0.0031105795624451404
1994-06-10,0.0014452369601434694,0.0028434663533084114
1994-06-13,0.00509724593794795,-0.0005996333024928177
1994-06-14,0.011720514122914551,0.007493582664510092
1994-06-15,-0.011916139897531104,-0.006528178660907102
1994-06-16,-0.0012643109884634715,0.006335759966489568
1994-06-17,-0.0032007227384682445,-0.008617975142941898
1994-06-20,-0.017884296343992787,-0.006303453921001736
1994-06-21,-0.018759000384487533,-0.004434235362277147
1994-06-22,0.010656651804953819,0.005069825366420391
1994-06-23,-0.005976260257174102,-0.006332032012561263
1994-06-24,-0.01999420595487357,-0.01483723795212356
1994-06-27,0.01824464614667472,0.012530482666468529
1994-06-28,-0.008151429620796043,-0.0036010046187405793
1994-06-29,-0.000475526268179062,0.00018802497680442686
1994-06-30,-0.01571669155065295,-0.010683109271063633
1994-07-01,-0.0014544311151526296,0.009502857511647029
1994-07-05,0.002428603007195572,0.002610896852967547
1994-07-06,0.00776331716921954,0.0016796001972343108
1994-07-07,-0.00832087402276525,0.003577658363136694
1994-07-08,0.02442997867619272,0.003098900121661372
1994-07-11,-0.005234001480545209,0.0004450117332178761
1994-07-12,0.005361892796725354,-0.0031525062665244343
1994-07-13,0.0016493018450588076,-0.000365553389213454
1994-07-14,0.004534598225585187,0.011435517718489871
1994-07-15,0.0095877441478662,0.0039913350161045425
1994-07-18,0.016453831466128277,0.0024076970045838
1994-07-19,-0.0029314052354193357,-0.0006822069269494834
1994-07-20,-0.010573571582717208,-0.004164615714720224
1994-07-21,0.007623733142644096,-2.0121855844997037e-05
1994-07-22,-0.011966579254507437,-0.0018032031028513858
1994-07-25,0.0002951930311165892,0.004410092097889992
1994-07-26,0.007843399614568728,-0.0030636949736076503
1994-07-27,-0.016128851593644786,-0.0035094553863278095
1994-07-28,-0.0026843751159143117,0.005126667921728674
1994-07-29,0.013193686124744123,0.009651460026168871
1994-08-01,0.008622019995346805,0.004609025714719699
1994-08-02,7.736389687799376e-05,-4.5538656043107016e-05
1994-08-03,-0.002045386585586848,-0.0017173358418400648
1994-08-04,-0.00797592713327889,-0.005137657674471026
1994-08-05,-0.00040384026531928866,-0.0017545871967731465
1994-08-08,0.003476182561780398,0.004591933129530557
1994-08-09,-0.00033571907105100997,0.003697257615719904
1994-08-10,-0.003480481693544743,0.0039038533092733015
1994-08-11,-0.009593852680741068,-0.005208523787455042
1994-08-12,0.006702281890521273,0.00609170111187188
1994-08-15,-0.003005686442223262,6.142629405692806e-05
1994-08-16,0.011357378482575153,0.00435053689555124
1994-08-17,-0.003054077481924394,-0.0003492742377074682
1994-08-18,0.005466822214531408,-0.003384079766893485
1994-08-19,-0.002185703555564917,0.001117397748741283
1994-08-22,-0.004076968420437598,-0.0025492375769549038
1994-08-23,0.011170789577884121,0.007565384903185104
1994-08-24,0.013481002067011472,0.012610826433552082
1994-08-25,-0.0012029986048403202,-0.0016988608981849023
1994-08-26,0.014785346855060956,0.011193850846966863
1994-08-29,-0.0012172041540655634,0.004114583749924611
1994-08-30,0.004527948718056339,0.0024505650923179593
1994-08-31,0.005241349754268676,0.0038614428350082926
1994-09-01,0.0003499971478931436,0.0006923878083146389
1994-09-02,-0.002178025137166357,-0.001963659862339405
1994-09-06,0.0014365164566192841,0.001252864235820299
1994-09-07,0.0011715252322112863,0.0017213401621387868
1994-09-08,0.010148346297594549,0.005810174884362359
1994-09-09,-0.009340312721068453,-0.007780673415216571
1994-09-12,-0.001663311036574223,-0.003972706289148704
1994-09-13,0.004780910220210373,0.006712759884662124
1994-09-14,0.005448757051429876,0.0035567596002648557
1994-09-15,0.015711889744337966,0.01453315727343876
1994-09-16,-0.00511962310723814,-0.004479472093139878
1994-09-19,0.009961186401003326,0.0014613428751416241
1994-09-20,-0.014486902483413434,-0.016999018217437496
1994-09-21,0.0057219385478402916,-0.0011542171129182988
1994-09-22,-0.005767922493943777,-0.0026179055533812113
1994-09-23,-0.0007817994652929062,-0.0043032213667993854
1994-09-26,0.011420270910531842,0.007553441829005644
1994-09-27,0.004825561286317872,-0.0003545815787177586
1994-09-28,0.003951383101173584,0.005183135752393636
1994-09-29,-0.004436099459114266,-0.0015408252142494572
1994-09-30,0.0033760920020668096,-0.00490233650177535
1994-10-03,0.0007052986529917128,0.002392014691469551
1994-10-04,-0.011358449874099157,-0.01157366987395174
1994-10-05,-0.0031593327528418526,-0.00245955924632881
1994-10-06,-0.0032180869378857528,-0.0009486851209969003
1994-10-07,0.012325375949437665,0.010812136266044808
1994-10-10,0.004513975938208837,0.007114566553618248
1994-10-11,0.010547995052451528,0.012149733752872685
1994-10-12,0.0027803013440072435,0.0018962681868804048
1994-10-13,0.00010631664707446254,0.0022813630934290824
1994-10-14,0.0025284830985127234,0.005305714920759026
1994-10-17,0.0045905733899784095,0.004961689803716693
1994-10-18,-0.0025563303118443593,-0.0006597758418009116
1994-10-19,0.001263021235960699,0.0017152325731005632
1994-10-20,-0.0028887427888878393,-0.0072251005335769065
1994-10-21,-0.0057531678824710095,-0.00437483089830092
1994-10-24,-0.012877645076476272,-0.01174307564599065
1994-10-25,0.00047122181484979297,0.002682693751359725
1994-10-26,6.367398643768927e-06,-0.00041077473347542344
1994-10-27,0.012385764674876946,0.008170280622004707
1994-10-28,0.011591432493671732,0.014940338414313149
1994-10-31,-0.013045662646404834,-0.004931397256612106
1994-11-01,-0.010162550145934496,-0.010681468443218533
1994-11-02,-0.0004490178244176365,0.00031617613933571114
1994-11-03,-0.0006127055386240671,0.00946278920574224
1994-11-04,-0.013086185572392656,-0.0074641139776917345
1994-11-07,0.0028131801618688883,0.0015894977660601117
1994-11-08,0.009121398702017525,0.0015084359942500812
1994-11-09,-0.002472622361392995,-0.0012195806133222028
1994-11-10,-0.00613726345648969,-0.0006219259692971054
1994-11-11,0.002362408059578831,-0.006534946782994003
1994-11-14,0.014192306334489138,0.007297233168179328
1994-11-15,0.005954659346413957,-0.005596479637797886
1994-11-16,0.00033601196481639355,0.003464448696665678
1994-11-17,-0.0014279463095153717,-0.006200669676652312
1994-11-18,-0.001366215231182471,-0.0019943061954329536
1994-11-21,-0.011165770154220487,-0.00202468416854452
1994-11-22,-0.02902558813714535,-0.026754168281990634
1994-11-23,-0.00048597013769545737,-0.0038850255566757566
1994-11-25,0.007649112095871271,0.011473064129108757
1994-11-28,0.007197756229475645,0.004445663300282589
1994-11-29,0.0006589470859029198,-0.00583050939110529
1994-11-30,-0.0061665354686362625,-0.004624706353002284
1994-12-01,-0.010558318330108184,-0.008084258791960964
1994-12-02,0.006578809990717856,0.018120084283590535
1994-12-05,0.0022213042598379744,0.0006188123153182003
1994-12-06,0.0032812314118620903,-0.006173807536555017
1994-12-07,-0.0008655085251858094,0.00782613232845825
1994-12-08,-0.010199347718903138,-0.018390174357463932
1994-12-09,0.0007880275071946444,0.0009690277600664764
1994-12-12,0.011412319095961989,0.004247549101241789
1994-12-13,0.0027766834770939193,-0.0003119799518461809
1994-12-14,0.004412840193335177,0.013564387819132176
1994-12-15,0.004112244618567259,0.006520412236709864
1994-12-16,0.008303786607633723,0.01608904665305718
1994-12-19,0.0010150374554635962,-0.00608561755693244
1994-12-20,0.003847002053948571,-0.007748545060817105
1994-12-21,-0.0010203189969584556,0.004593977478404032
1994-12-22,0.005586821203583993,0.007092779360489603
1994-12-23,0.002201871950119462,0.0019350461744267512
1994-12-27,0.004791261767980477,0.015013802662281304
1994-12-28,0.00019798764057119242,-0.00355054247849343
1994-12-29,-0.0032822887894196464,0.0030396585424103894
1994-12-30,-0.0049013922769676425,-0.006104181685712757
1995-01-03,-0.000489983505928002,0.003672417423360043
1995-01-04,-0.002478449012039519,0.0017457646285431072
1995-01-05,-0.0009424791471996695,0.0022559403208056734
1995-01-06,0.0018635023569841683,0.003284283754859414
1995-01-09,-0.003347876520606853,-0.001259332985907624
1995-01-10,-0.00495956215336122,0.002608860842845798
1995-01-11,0.003985670309038343,0.0011386098845417416
1995-01-12,0.01334955543631651,-0.00012520703813866677
1995-01-13,0.00938644072775832,0.009400252567414577
1995-01-16,0.004848238141348794,0.008528270089422961
1995-01-17,0.008870692822975427,0.001687410165545609
